IRI,label,variable,dataFile,definition,codebookValues,parentIRI,parentLabel,termType,replaces,category,ISA_Type,ISA_Parent
http://purl.obolibrary.org/obo/ENVO_00000009,Country,EcoCF.txt::country,EcoCF.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,OBI_0001627,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,EcoCF.txt::Collection date,EcoCF.txt,"EcoCF.txt::The time of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01",,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,protocolParameter,specimen collection
http://purl.obolibrary.org/obo/HP_0032319,Clinical status,EcoCF.txt::Clinical Status,EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/NCIT_C120707,Mixed Commensal Flora,EcoCF.txt::Mixed Commensal Flora (MCF),EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009117,Mixed Commensal Flora (prelim),EcoCF.txt::MCF (prelim),EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0009089,Virology result,EcoCF.txt::Virology result,EcoCF.txt,,,http://purl.obolibrary.org/obo/OGMS_0000056,Laboratory test,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/ENVO_00000428,Environment (biome),EMP_10249_ECAM.txt::env_biome,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Biome should be treated as the descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous wood",,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,EMP_10249_ECAM.txt::env_feature,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000512,Host common name,EMP_10249_ECAM.txt::host_common_name,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::common name of the host, e.g. human",,http://purl.obolibrary.org/obo/EUPATH_0000589,Host information,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,EMP_10249_ECAM.txt::region,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000603,Sequencing,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000604,Sequencing batch,EMP_10249_ECAM.txt::run_prefix_prep,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::In which batch were samples sequenced together,,http://purl.obolibrary.org/obo/EUPATH_0000603,Sequencing,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/OBI_0001622,Title,EMP_10249_ECAM.txt::title,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000605,Study summary,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,EMP_10249_ECAM.txt::sample_type,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000606,Subject ID,EMP_10249_ECAM.txt::host_subject_id,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),EMP_10249_ECAM.txt::day_of_life,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::the animal's or human's age counted in days,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001169,Age (years),EMP_10249_ECAM.txt::age,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees. The unit of age is year.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,EMP_10249_ECAM.txt::body_habitat,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,EMP_10249_ECAM.txt::body_product,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,EMP_10249_ECAM.txt::body_site,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000590,Host diet,EMP_10249_ECAM.txt::diet,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000594,Mother or child,EMP_10249_ECAM.txt::mom_child,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::Choose samples obtained from the mother, from the child, or both.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/PATO_0000047,Sex,EMP_10249_ECAM.txt::sex,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000584,Child's diet,EMP_10249_ECAM.txt::diet_3,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::overall, what the main source of nutrition for the child?",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000585,Child's diet (by month),EMP_10249_ECAM.txt::diet_2_month,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::For each month, what was the main source of nutrition for the child?",,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000497,Mom's courses of delivery antibiotics,EMP_10249_ECAM.txt::mom_courses_ofdeliveryabx,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::Number of courses of antibiotics received by mom prior to delivery,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009121,Perinatal antibiotics given,EMP_10249_ECAM.txt::abx_pmp_all,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,MICRO_0000463,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000599,Prenatal antibiotics (yes/no),EMP_10249_ECAM.txt::mom_prenatal_abx,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::boolean for mom given prenatal antibiotics,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000600,Prenatal antibotics (by class),EMP_10249_ECAM.txt::mom_prenatal_abx_class,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::class of antibiotics given to mom,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000601,Prenatal antibotics (by trimester),EMP_10249_ECAM.txt::mom_prenatal_abx_trimester,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::Trimester antibiotics given to mom,,http://purl.obolibrary.org/obo/EUPATH_0036493,Maternal clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000581,Delivery Mode,EMP_10249_ECAM.txt::delivery,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::Method of delivery (newborn),,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000452,"City, village, or region",EMP_10249_ECAM.txt::village,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (v 1.512)  (http://purl.bioontology.org/ontology/GAZ)",,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000009,Country,EMP_10249_ECAM.txt::geo_loc_name,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,OBI_0001627,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000176,Elevation (feet),EMP_10249_ECAM.txt::elevation,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::the elevation of the sampling site as measured by the vertical distance from mean sea level,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001620,Latitude (degrees),EMP_10249_ECAM.txt::latitude,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001621,Longitude (degrees),EMP_10249_ECAM.txt::longitude,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0009029,Age at sample collection (months),EMP_10249_ECAM.txt::Age (months),EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/OBI_0001619,Sample collection date,EMP_10249_ECAM.txt::collection_timestamp,EMP_10249_ECAM.txt,"EMP_10249_ECAM.txt::The time of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01",,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection,variable,,Human,protocolParameter,specimen collection
http://purl.obolibrary.org/obo/EUPATH_0000580,Antibiotic exposure,EMP_10249_ECAM.txt::antiexposedall,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::was the host exposed to antibiotics?,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000582,Antibiotics,EMP_10249_ECAM.txt::abx_name,EMP_10249_ECAM.txt,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000492,Courses of antibiotics,EMP_10249_ECAM.txt::course_num,EMP_10249_ECAM.txt,EMP_10249_ECAM.txt::the number of courses of antibiotics received by the human or animal,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000428,Environment (biome),EMP_1064_Bee_Microbiome.txt::env_biome,EMP_1064_Bee_Microbiome.txt,"EMP_1064_Bee_Microbiome.txt::Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Biome should be treated as the descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous wood",,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00010483,Environment (material),EMP_1064_Bee_Microbiome.txt::env_matter,EMP_1064_Bee_Microbiome.txt,"EMP_1064_Bee_Microbiome.txt::The environmental material level refers to the material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Environmental material terms are generally mass nouns. Examples include: air, soil, or water",,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,,Honey bee,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,EMP_1064_Bee_Microbiome.txt::env_feature,EMP_1064_Bee_Microbiome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000512,Host common name,EMP_1064_Bee_Microbiome.txt::host_common_name,EMP_1064_Bee_Microbiome.txt,"EMP_1064_Bee_Microbiome.txt::common name of the host, e.g. human",,http://purl.obolibrary.org/obo/EUPATH_0000589,Host information,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,EMP_1064_Bee_Microbiome.txt::sample_type,EMP_1064_Bee_Microbiome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000609,Sample,variable,,Honey bee,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/EUPATH_0000606,Subject ID,EMP_1064_Bee_Microbiome.txt::host_subject_id,EMP_1064_Bee_Microbiome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000611,Sample source,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001169,Age (years),EMP_1064_Bee_Microbiome.txt::host_age,EMP_1064_Bee_Microbiome.txt,"EMP_1064_Bee_Microbiome.txt::age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees. The unit of age is year.",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000583,Bee colony tetracycline,EMP_1064_Bee_Microbiome.txt::colony_tetracycline,EMP_1064_Bee_Microbiome.txt,EMP_1064_Bee_Microbiome.txt::was the bee colony treated with tetracycline,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000592,Bee larval tetracycline,EMP_1064_Bee_Microbiome.txt::larval_tetracycline,EMP_1064_Bee_Microbiome.txt,EMP_1064_Bee_Microbiome.txt::were bee larvae treated with tetracycline?,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,EMP_1064_Bee_Microbiome.txt::body_habitat,EMP_1064_Bee_Microbiome.txt,EMP_1064_Bee_Microbiome.txt::original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,EMP_1064_Bee_Microbiome.txt::body_product,EMP_1064_Bee_Microbiome.txt,"EMP_1064_Bee_Microbiome.txt::substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,EMP_1064_Bee_Microbiome.txt::body_site,EMP_1064_Bee_Microbiome.txt,EMP_1064_Bee_Microbiome.txt::name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Sample
http://purl.obolibrary.org/obo/UBERON_0000105,Host life stage,EMP_1064_Bee_Microbiome.txt::host_life_stage,EMP_1064_Bee_Microbiome.txt,EMP_1064_Bee_Microbiome.txt::description of life stage of host,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/PATO_0000047,Sex,EMP_1064_Bee_Microbiome.txt::sex,EMP_1064_Bee_Microbiome.txt,EMP_1064_Bee_Microbiome.txt::physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/REO_0000699,Social role,EMP_1064_Bee_Microbiome.txt::role,EMP_1064_Bee_Microbiome.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000612,Human or Animal,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000009,Country,EMP_1064_Bee_Microbiome.txt::country,EMP_1064_Bee_Microbiome.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,OBI_0001627,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/EUPATH_0000578,Depth,EMP_1064_Bee_Microbiome.txt::depth,EMP_1064_Bee_Microbiome.txt,"EMP_1064_Bee_Microbiome.txt::depth is defined as the vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly. Depth can be reported as an interval for subsurface samples",,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/ENVO_00000176,Elevation (feet),EMP_1064_Bee_Microbiome.txt::elevation,EMP_1064_Bee_Microbiome.txt,EMP_1064_Bee_Microbiome.txt::the elevation of the sampling site as measured by the vertical distance from mean sea level,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Honey bee,characteristicQualifier,Source
http://purl.obolibrary.org/obo/OBI_0001620,Latitude (degrees),EMP_1064_Bee_Microbiome.txt::latitude,EMP_1064_Bee_Microbiome.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Honey bee,characteristicQualifier,Source
