overallOrder,displayOrder,variable,dataFile,dataSet,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,multifilter,notesForOnt
53,,tetaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
54,,vitaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
56,,tetaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
58,,vitaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
59,,tetaaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
62,,vitaaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
62,,tetaaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
65,,tetaaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
66,,vitaaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
68,,tetaaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
71,,menaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
71,,tetaaged8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
74,,tetaaged9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
75,,menaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
79,,menaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
79,,dptaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
82,,dptaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
84,,fluaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
85,,dptaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
88,,fluaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
88,,dptaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
92,,fluaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
93,,rotaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
96,,fluaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
96,,rotaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
99,,rotaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
100,,fluaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
104,,opvaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
105,,jeaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
107,,opvaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
110,,yfaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
110,,opvaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
113,,opvaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
115,,pcvaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
116,,opvaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
119,,pcvaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
119,,opvaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
122,,opvaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
123,,pcvaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
125,,opvaged8,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
127,,pcvaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
128,,opvaged9,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
131,,opvaged10,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
132,,mumaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
134,,opvaged11,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
136,,mumaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
137,,opvaged12,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
140,,mumaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
140,,opvaged13,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
143,,opvaged14,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
145,,rubaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
148,,ipvaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
149,,rubaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
151,,ipvaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
153,,rubaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
154,,ipvaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
157,,ipvaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
158,,meaaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
162,,meaaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
162,,vitaaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
165,,vitaaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
166,,meaaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
168,,vitaaged3,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
170,,meaaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
171,,vitaaged4,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
174,,vitaaged5,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
175,,mmraged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
177,,vitaaged6,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
179,,mmraged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
180,,vitaaged7,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
183,,mmraged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
185,,dewormaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
188,,ipvaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
190,,bcgaged1,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
192,,ipvaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
193,,bcgaged2,vax_and_titer_wdates.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
196,,ipvaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
200,,ipvaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
204,,ipvaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
209,,opvaged1,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
213,,opvaged2,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
217,,opvaged3,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
221,,opvaged4,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
225,,opvaged5,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
229,,opvaged6,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
233,,opvaged7,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
237,,opvaged8,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
241,,opvaged9,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
245,,opvaged10,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
249,,opvaged11,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
253,,opvaged12,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
257,,opvaged13,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
261,,opvaged14,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
265,,opvaged15,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
269,,opvaged16,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
273,,opvaged17,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
277,,opvaged18,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
281,,opvaged19,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
285,,opvaged20,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
289,,opvaged21,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
293,,opvaged22,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
297,,opvaged23,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
301,,opvaged24,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
305,,opvaged25,Vaccine_wide_moa.csv,"MAL-ED, 0 to 36 months",http://purl.obolibrary.org/obo/EUPATH_0000579,Age (days),,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,,,,
